kol,origin,model,hedef_ay,y_true,y_pred_q50
T3,2025-02-01,ETS,2025-05-01,5.528626487670866,-12.040048061826827
T3,2025-02-01,Theta,2025-05-01,5.528626487670866,-15.76938247680664
T3,2025-02-01,Chronos2,2025-05-01,5.528626487670866,3.143397331237793
T3,2025-02-01,Toto2,2025-05-01,5.528626487670866,-5.285006999969482
T3,2025-02-01,WeightedEnsemble,2025-05-01,5.528626487670866,10.33479172894449
T3,2025-02-01,sifir,2025-05-01,5.528626487670866,0.0
T3,2025-02-01,son12_ortalama,2025-05-01,5.528626487670866,4.6260505991858
T3,2025-03-01,SeasonalNaive,2025-06-01,12.821982748855913,-8.974744432748658
T3,2025-03-01,RecursiveTabular,2025-06-01,12.821982748855913,-9.9898099899292
T3,2025-03-01,DirectTabular,2025-06-01,12.821982748855913,5.661532402038574
T3,2025-03-01,ETS,2025-06-01,12.821982748855913,-19.84314720013227
T3,2025-03-01,Theta,2025-06-01,12.821982748855913,-23.579208374023438
T3,2025-03-01,Chronos2,2025-06-01,12.821982748855913,-0.36467498540878296
T3,2025-03-01,Toto2,2025-06-01,12.821982748855913,-0.9326454401016235
T3,2025-03-01,WeightedEnsemble,2025-06-01,12.821982748855913,-5.137194991111755
T3,2025-03-01,sifir,2025-06-01,12.821982748855913,0.0
T3,2025-03-01,son12_ortalama,2025-06-01,12.821982748855913,1.7383703910030166
