kol,rejim,blok,origin,model,hedef_ay,y_true,y_pred_q50
T0,SOK,SELECT,2021-12-01,WeightedEnsemble,2022-01-01,-70.16063264994634,-16.72519933077777
T0,SOK,SELECT,2021-12-01,sifir,2022-01-01,-70.16063264994634,0.0
T0,SOK,SELECT,2021-12-01,naive,2022-01-01,-70.16063264994634,-28.48981623312932
T0,SOK,SELECT,2021-12-01,mevsimsel_naive,2022-01-01,-70.16063264994634,-16.72519933077777
T0,SOK,SELECT,2021-12-01,son12_ortalama,2022-01-01,-70.16063264994634,4.664333196034341
T0,SOK,SELECT,2022-01-01,SeasonalNaive,2022-02-01,20.4412680817143,6.848962744626588
T0,SOK,SELECT,2022-01-01,RecursiveTabular,2022-02-01,20.4412680817143,7.649397373199463
T0,SOK,SELECT,2022-01-01,DirectTabular,2022-02-01,20.4412680817143,-41.20227813720703
T0,SOK,SELECT,2022-01-01,ETS,2022-02-01,20.4412680817143,-0.8107629107357803
T0,SOK,SELECT,2022-01-01,Theta,2022-02-01,20.4412680817143,-4.547785758972168
T0,SOK,SELECT,2022-01-01,Chronos2,2022-02-01,20.4412680817143,-1.435705304145813
T0,SOK,SELECT,2022-01-01,Toto2,2022-02-01,20.4412680817143,-1.9116370677947998
T0,SOK,SELECT,2022-01-01,WeightedEnsemble,2022-02-01,20.4412680817143,-41.20227813720703
T0,SOK,SELECT,2022-01-01,sifir,2022-02-01,20.4412680817143,0.0
T0,SOK,SELECT,2022-01-01,naive,2022-02-01,20.4412680817143,-70.16063264994634
T0,SOK,SELECT,2022-01-01,mevsimsel_naive,2022-02-01,20.4412680817143,6.848962744626588
T0,SOK,SELECT,2022-01-01,son12_ortalama,2022-02-01,20.4412680817143,0.21138041943695995
T0,SOK,SELECT,2022-02-01,SeasonalNaive,2022-03-01,30.13565685935965,35.55604124572647
T0,SOK,SELECT,2022-02-01,RecursiveTabular,2022-03-01,30.13565685935965,38.109169006347656
T0,SOK,SELECT,2022-02-01,DirectTabular,2022-03-01,30.13565685935965,-56.74148941040039
T0,SOK,SELECT,2022-02-01,ETS,2022-03-01,30.13565685935965,-0.349470414231324
T0,SOK,SELECT,2022-02-01,Theta,2022-03-01,30.13565685935965,-1.6659016609191895
T0,SOK,SELECT,2022-02-01,Chronos2,2022-03-01,30.13565685935965,-0.5863552093505859
T0,SOK,SELECT,2022-02-01,Toto2,2022-03-01,30.13565685935965,-0.2482694387435913
T0,SOK,SELECT,2022-02-01,WeightedEnsemble,2022-03-01,30.13565685935965,38.109169006347656
T0,SOK,SELECT,2022-02-01,sifir,2022-03-01,30.13565685935965,0.0
T0,SOK,SELECT,2022-02-01,naive,2022-03-01,30.13565685935965,20.4412680817143
T0,SOK,SELECT,2022-02-01,mevsimsel_naive,2022-03-01,30.13565685935965,35.55604124572647
T0,SOK,SELECT,2022-02-01,son12_ortalama,2022-03-01,30.13565685935965,1.3440725308609356
T0,SOK,SELECT,2022-03-01,SeasonalNaive,2022-04-01,18.4826500981484,-10.883147152664586
T0,SOK,SELECT,2022-03-01,RecursiveTabular,2022-04-01,18.4826500981484,-10.371283531188965
T0,SOK,SELECT,2022-03-01,DirectTabular,2022-04-01,18.4826500981484,-0.3732105791568756
T0,SOK,SELECT,2022-03-01,ETS,2022-04-01,18.4826500981484,0.19536958625940373
T0,SOK,SELECT,2022-03-01,Theta,2022-04-01,18.4826500981484,2.01417875289917
T0,SOK,SELECT,2022-03-01,Chronos2,2022-04-01,18.4826500981484,0.519778311252594
T0,SOK,SELECT,2022-03-01,Toto2,2022-04-01,18.4826500981484,-1.5222527980804443
T0,SOK,SELECT,2022-03-01,WeightedEnsemble,2022-04-01,18.4826500981484,-9.249611171029807
T0,SOK,SELECT,2022-03-01,sifir,2022-04-01,18.4826500981484,0.0
T0,SOK,SELECT,2022-03-01,naive,2022-04-01,18.4826500981484,30.13565685935965
T0,SOK,SELECT,2022-03-01,mevsimsel_naive,2022-04-01,18.4826500981484,-10.883147152664586
T0,SOK,SELECT,2022-03-01,son12_ortalama,2022-04-01,18.4826500981484,0.8923738319970335
T0,SOK,SELECT,2022-04-01,SeasonalNaive,2022-05-01,10.649725072503664,-29.32672993932633
T0,SOK,SELECT,2022-04-01,RecursiveTabular,2022-05-01,10.649725072503664,-27.570552825927734
T0,SOK,SELECT,2022-04-01,DirectTabular,2022-05-01,10.649725072503664,0.0426689051091671
T0,SOK,SELECT,2022-04-01,ETS,2022-05-01,10.649725072503664,0.5909754358518431
T0,SOK,SELECT,2022-04-01,Theta,2022-05-01,10.649725072503664,4.011271953582764
T0,SOK,SELECT,2022-04-01,Chronos2,2022-05-01,10.649725072503664,0.9063081741333008
T0,SOK,SELECT,2022-04-01,Toto2,2022-05-01,10.649725072503664,1.3200678825378418
T0,SOK,SELECT,2022-04-01,WeightedEnsemble,2022-05-01,10.649725072503664,4.011271953582764
T0,SOK,SELECT,2022-04-01,sifir,2022-05-01,10.649725072503664,0.0
T0,SOK,SELECT,2022-04-01,naive,2022-05-01,10.649725072503664,18.4826500981484
T0,SOK,SELECT,2022-04-01,mevsimsel_naive,2022-05-01,10.649725072503664,-29.32672993932633
T0,SOK,SELECT,2022-04-01,son12_ortalama,2022-05-01,10.649725072503664,3.3395236028981166
T0,SOK,SELECT,2022-05-01,SeasonalNaive,2022-06-01,5.339546450964438,64.34681589174947
T0,SOK,SELECT,2022-05-01,RecursiveTabular,2022-06-01,5.339546450964438,66.16126251220703
T0,SOK,SELECT,2022-05-01,DirectTabular,2022-06-01,5.339546450964438,-16.53345489501953
T0,SOK,SELECT,2022-05-01,ETS,2022-06-01,5.339546450964438,0.7831667680821554
T0,SOK,SELECT,2022-05-01,Theta,2022-06-01,5.339546450964438,4.9331817626953125
T0,SOK,SELECT,2022-05-01,Chronos2,2022-06-01,5.339546450964438,0.59892338514328
T0,SOK,SELECT,2022-05-01,Toto2,2022-06-01,5.339546450964438,1.3548425436019897
T0,SOK,SELECT,2022-05-01,WeightedEnsemble,2022-06-01,5.339546450964438,4.9331817626953125
T0,SOK,SELECT,2022-05-01,sifir,2022-06-01,5.339546450964438,0.0
T0,SOK,SELECT,2022-05-01,naive,2022-06-01,5.339546450964438,10.649725072503664
T0,SOK,SELECT,2022-05-01,mevsimsel_naive,2022-06-01,5.339546450964438,64.34681589174947
T0,SOK,SELECT,2022-05-01,son12_ortalama,2022-06-01,5.339546450964438,6.670894853883948
T0,SOK,SELECT,2022-06-01,SeasonalNaive,2022-07-01,-50.305125616518296,-21.136747557930065
T0,SOK,SELECT,2022-06-01,RecursiveTabular,2022-07-01,-50.305125616518296,-21.074462890625
T0,SOK,SELECT,2022-06-01,DirectTabular,2022-07-01,-50.305125616518296,-0.7101723551750183
T0,SOK,SELECT,2022-06-01,ETS,2022-07-01,-50.305125616518296,0.8680195411890275
T0,SOK,SELECT,2022-06-01,Theta,2022-07-01,-50.305125616518296,5.173046112060547
T0,SOK,SELECT,2022-06-01,Chronos2,2022-07-01,-50.305125616518296,1.2739651203155518
T0,SOK,SELECT,2022-06-01,Toto2,2022-07-01,-50.305125616518296,1.2548487186431885
T0,SOK,SELECT,2022-06-01,WeightedEnsemble,2022-07-01,-50.305125616518296,4.501274159687113
T0,SOK,SELECT,2022-06-01,sifir,2022-07-01,-50.305125616518296,0.0
T0,SOK,SELECT,2022-06-01,naive,2022-07-01,-50.305125616518296,5.339546450964438
T0,SOK,SELECT,2022-06-01,mevsimsel_naive,2022-07-01,-50.305125616518296,-21.136747557930065
T0,SOK,SELECT,2022-06-01,son12_ortalama,2022-07-01,-50.305125616518296,1.753622400485196
T0,SOK,SELECT,2022-07-01,SeasonalNaive,2022-08-01,10.738395515419064,16.451898507805947
T0,SOK,SELECT,2022-07-01,RecursiveTabular,2022-08-01,10.738395515419064,-10.986984252929688
T0,SOK,SELECT,2022-07-01,DirectTabular,2022-08-01,10.738395515419064,0.29465505480766296
T0,SOK,SELECT,2022-07-01,ETS,2022-08-01,10.738395515419064,-0.03963640673153751
T0,SOK,SELECT,2022-07-01,Theta,2022-08-01,10.738395515419064,-0.6798628568649292
T0,SOK,SELECT,2022-07-01,Chronos2,2022-08-01,10.738395515419064,-0.6588739156723022
T0,SOK,SELECT,2022-07-01,Toto2,2022-08-01,10.738395515419064,-1.493144154548645
T0,SOK,SELECT,2022-07-01,WeightedEnsemble,2022-08-01,10.738395515419064,-10.986984252929688
T0,SOK,SELECT,2022-07-01,sifir,2022-08-01,10.738395515419064,0.0
T0,SOK,SELECT,2022-07-01,naive,2022-08-01,10.738395515419064,-50.305125616518296
T0,SOK,SELECT,2022-07-01,mevsimsel_naive,2022-08-01,10.738395515419064,16.451898507805947
T0,SOK,SELECT,2022-07-01,son12_ortalama,2022-08-01,10.738395515419064,-0.6770757710638241
T0,SOK,SELECT,2022-08-01,SeasonalNaive,2022-09-01,-0.3249684648737773,8.279747176280907
T0,SOK,SELECT,2022-08-01,RecursiveTabular,2022-09-01,-0.3249684648737773,8.279311180114746
T0,SOK,SELECT,2022-08-01,DirectTabular,2022-09-01,-0.3249684648737773,-16.35186004638672
T0,SOK,SELECT,2022-08-01,ETS,2022-09-01,-0.3249684648737773,0.11930317880805082
T0,SOK,SELECT,2022-08-01,Theta,2022-09-01,-0.3249684648737773,0.7013310790061951
T0,SOK,SELECT,2022-08-01,Chronos2,2022-09-01,-0.3249684648737773,0.7990353107452393
T0,SOK,SELECT,2022-08-01,Toto2,2022-09-01,-0.3249684648737773,-1.1432746648788452
T0,SOK,SELECT,2022-08-01,WeightedEnsemble,2022-09-01,-0.3249684648737773,-4.244798869143309
T0,SOK,SELECT,2022-08-01,sifir,2022-09-01,-0.3249684648737773,0.0
T0,SOK,SELECT,2022-08-01,naive,2022-09-01,-0.3249684648737773,10.738395515419064
T0,SOK,SELECT,2022-08-01,mevsimsel_naive,2022-09-01,-0.3249684648737773,8.279747176280907
T0,SOK,SELECT,2022-08-01,son12_ortalama,2022-09-01,-0.3249684648737773,-1.1532010204293968
T0,SOK,SELECT,2022-09-01,SeasonalNaive,2022-10-01,4.951722398189759,5.65167614073621
T0,SOK,SELECT,2022-09-01,RecursiveTabular,2022-10-01,4.951722398189759,-0.21947669982910156
T0,SOK,SELECT,2022-09-01,DirectTabular,2022-10-01,4.951722398189759,-25.756668090820312
T0,SOK,SELECT,2022-09-01,ETS,2022-10-01,4.951722398189759,0.1947098047398142
T0,SOK,SELECT,2022-09-01,Theta,2022-10-01,4.951722398189759,0.7311193943023682
T0,SOK,SELECT,2022-09-01,Chronos2,2022-10-01,4.951722398189759,1.3010436296463013
T0,SOK,SELECT,2022-09-01,Toto2,2022-10-01,4.951722398189759,-1.4158847332000732
T0,SOK,SELECT,2022-09-01,WeightedEnsemble,2022-10-01,4.951722398189759,-0.3719808660168129
T0,SOK,SELECT,2022-09-01,sifir,2022-10-01,4.951722398189759,0.0
T0,SOK,SELECT,2022-09-01,naive,2022-10-01,4.951722398189759,-0.3249684648737773
T0,SOK,SELECT,2022-09-01,mevsimsel_naive,2022-10-01,4.951722398189759,5.65167614073621
T0,SOK,SELECT,2022-09-01,son12_ortalama,2022-10-01,4.951722398189759,-1.8702606571922882
T0,SOK,SELECT,2022-10-01,SeasonalNaive,2022-11-01,14.750609145739302,25.39849685931456
T0,SOK,SELECT,2022-10-01,RecursiveTabular,2022-11-01,14.750609145739302,16.787015914916992
T0,SOK,SELECT,2022-10-01,DirectTabular,2022-11-01,14.750609145739302,-0.4970851242542267
T0,SOK,SELECT,2022-10-01,ETS,2022-11-01,14.750609145739302,0.19518550599915918
T0,SOK,SELECT,2022-10-01,Theta,2022-11-01,14.750609145739302,1.3327512741088867
T0,SOK,SELECT,2022-10-01,Chronos2,2022-11-01,14.750609145739302,0.8151037096977234
T0,SOK,SELECT,2022-10-01,Toto2,2022-11-01,14.750609145739302,-1.482846736907959
T0,SOK,SELECT,2022-10-01,WeightedEnsemble,2022-11-01,14.750609145739302,21.442548537586656
T0,SOK,SELECT,2022-10-01,sifir,2022-11-01,14.750609145739302,0.0
T0,SOK,SELECT,2022-10-01,naive,2022-11-01,14.750609145739302,4.951722398189759
T0,SOK,SELECT,2022-10-01,mevsimsel_naive,2022-11-01,14.750609145739302,25.39849685931456
T0,SOK,SELECT,2022-10-01,son12_ortalama,2022-11-01,14.750609145739302,-1.9285901357378243
T0,SOK,SELECT,2022-11-01,SeasonalNaive,2022-12-01,27.55030889485155,-28.48981623312932
T0,SOK,SELECT,2022-11-01,RecursiveTabular,2022-12-01,27.55030889485155,-29.564069747924805
T0,SOK,SELECT,2022-11-01,DirectTabular,2022-12-01,27.55030889485155,-0.4817694425582886
T0,SOK,SELECT,2022-11-01,ETS,2022-12-01,27.55030889485155,0.4673201514853525
T0,SOK,SELECT,2022-11-01,Theta,2022-12-01,27.55030889485155,2.941929817199707
T0,SOK,SELECT,2022-11-01,Chronos2,2022-12-01,27.55030889485155,1.0151342153549194
T0,SOK,SELECT,2022-11-01,Toto2,2022-12-01,27.55030889485155,0.18063637614250183
T0,SOK,SELECT,2022-11-01,WeightedEnsemble,2022-12-01,27.55030889485155,-15.585778601056845
T0,SOK,SELECT,2022-11-01,sifir,2022-12-01,27.55030889485155,0.0
T0,SOK,SELECT,2022-11-01,naive,2022-12-01,27.55030889485155,14.750609145739302
T0,SOK,SELECT,2022-11-01,mevsimsel_naive,2022-12-01,27.55030889485155,-28.48981623312932
T0,SOK,SELECT,2022-11-01,son12_ortalama,2022-12-01,27.55030889485155,-2.8159141118690965
T0,SOK,SELECT,2022-12-01,SeasonalNaive,2023-01-01,-16.533604954060525,-70.16063264994634
T0,SOK,SELECT,2022-12-01,RecursiveTabular,2023-01-01,-16.533604954060525,-41.094139099121094
T0,SOK,SELECT,2022-12-01,DirectTabular,2023-01-01,-16.533604954060525,-16.526639938354492
T0,SOK,SELECT,2022-12-01,ETS,2023-01-01,-16.533604954060525,0.9434329708868645
T0,SOK,SELECT,2022-12-01,Theta,2023-01-01,-16.533604954060525,5.785162925720215
T0,SOK,SELECT,2022-12-01,Chronos2,2023-01-01,-16.533604954060525,1.6058852672576904
T0,SOK,SELECT,2022-12-01,Toto2,2023-01-01,-16.533604954060525,2.004575252532959
T0,SOK,SELECT,2022-12-01,WeightedEnsemble,2023-01-01,-16.533604954060525,5.785162925720215
T0,SOK,SELECT,2022-12-01,sifir,2023-01-01,-16.533604954060525,0.0
T0,SOK,SELECT,2022-12-01,naive,2023-01-01,-16.533604954060525,27.55030889485155
T0,SOK,SELECT,2022-12-01,mevsimsel_naive,2023-01-01,-16.533604954060525,-70.16063264994634
T0,SOK,SELECT,2022-12-01,son12_ortalama,2023-01-01,-16.533604954060525,1.8540963154626435
T0,NORMAL,CONFIRM,2023-01-01,SeasonalNaive,2023-02-01,-27.31835275881,20.4412680817143
T0,NORMAL,CONFIRM,2023-01-01,RecursiveTabular,2023-02-01,-27.31835275881,13.805588722229004
T0,NORMAL,CONFIRM,2023-01-01,DirectTabular,2023-02-01,-27.31835275881,0.7953285574913025
T0,NORMAL,CONFIRM,2023-01-01,ETS,2023-02-01,-27.31835275881,0.644181867025152
T0,NORMAL,CONFIRM,2023-01-01,Theta,2023-02-01,-27.31835275881,3.5728683471679688
T0,NORMAL,CONFIRM,2023-01-01,Chronos2,2023-02-01,-27.31835275881,0.8484897613525391
T0,NORMAL,CONFIRM,2023-01-01,Toto2,2023-02-01,-27.31835275881,0.2658050060272217
T0,NORMAL,CONFIRM,2023-01-01,WeightedEnsemble,2023-02-01,-27.31835275881,6.420269738654576
T0,NORMAL,CONFIRM,2023-01-01,sifir,2023-02-01,-27.31835275881,0.0
T0,NORMAL,CONFIRM,2023-01-01,naive,2023-02-01,-27.31835275881,-16.533604954060525
T0,NORMAL,CONFIRM,2023-01-01,mevsimsel_naive,2023-02-01,-27.31835275881,20.4412680817143
T0,NORMAL,CONFIRM,2023-01-01,son12_ortalama,2023-02-01,-27.31835275881,6.323015290119794
T0,NORMAL,CONFIRM,2023-02-01,SeasonalNaive,2023-03-01,40.27100494751775,30.13565685935965
T0,NORMAL,CONFIRM,2023-02-01,RecursiveTabular,2023-03-01,40.27100494751775,62.32227325439453
T0,NORMAL,CONFIRM,2023-02-01,DirectTabular,2023-03-01,40.27100494751775,-11.310882568359375
T0,NORMAL,CONFIRM,2023-02-01,ETS,2023-03-01,40.27100494751775,0.13911447037180827
T0,NORMAL,CONFIRM,2023-02-01,Theta,2023-03-01,40.27100494751775,0.4236176311969757
T0,NORMAL,CONFIRM,2023-02-01,Chronos2,2023-03-01,40.27100494751775,0.42979884147644043
T0,NORMAL,CONFIRM,2023-02-01,Toto2,2023-03-01,40.27100494751775,-0.772817850112915
T0,NORMAL,CONFIRM,2023-02-01,WeightedEnsemble,2023-03-01,40.27100494751775,-0.772817850112915
T0,NORMAL,CONFIRM,2023-02-01,sifir,2023-03-01,40.27100494751775,0.0
T0,NORMAL,CONFIRM,2023-02-01,naive,2023-03-01,40.27100494751775,-27.31835275881
T0,NORMAL,CONFIRM,2023-02-01,mevsimsel_naive,2023-03-01,40.27100494751775,30.13565685935965
T0,NORMAL,CONFIRM,2023-02-01,son12_ortalama,2023-03-01,40.27100494751775,2.3430468867427696
T0,NORMAL,CONFIRM,2023-03-01,SeasonalNaive,2023-04-01,-3.074822492676483,18.4826500981484
T0,NORMAL,CONFIRM,2023-03-01,RecursiveTabular,2023-04-01,-3.074822492676483,-6.74360466003418
T0,NORMAL,CONFIRM,2023-03-01,DirectTabular,2023-04-01,-3.074822492676483,-3.455780029296875
T0,NORMAL,CONFIRM,2023-03-01,ETS,2023-04-01,-3.074822492676483,0.7993682848118149
T0,NORMAL,CONFIRM,2023-03-01,Theta,2023-04-01,-3.074822492676483,4.877590179443359
T0,NORMAL,CONFIRM,2023-03-01,Chronos2,2023-04-01,-3.074822492676483,1.3393592834472656
T0,NORMAL,CONFIRM,2023-03-01,Toto2,2023-04-01,-3.074822492676483,1.4448611736297607
T0,NORMAL,CONFIRM,2023-03-01,WeightedEnsemble,2023-04-01,-3.074822492676483,18.4826500981484
T0,NORMAL,CONFIRM,2023-03-01,sifir,2023-04-01,-3.074822492676483,0.0
T0,NORMAL,CONFIRM,2023-03-01,naive,2023-04-01,-3.074822492676483,40.27100494751775
T0,NORMAL,CONFIRM,2023-03-01,mevsimsel_naive,2023-04-01,-3.074822492676483,18.4826500981484
T0,NORMAL,CONFIRM,2023-03-01,son12_ortalama,2023-04-01,-3.074822492676483,3.1876592274226105
T0,NORMAL,CONFIRM,2023-04-01,SeasonalNaive,2023-05-01,3.6676838201579134,10.649725072503664
T0,NORMAL,CONFIRM,2023-04-01,RecursiveTabular,2023-05-01,3.6676838201579134,0.6758966445922852
T0,NORMAL,CONFIRM,2023-04-01,DirectTabular,2023-05-01,3.6676838201579134,-0.40138065814971924
T0,NORMAL,CONFIRM,2023-04-01,ETS,2023-05-01,3.6676838201579134,0.7817553406731054
T0,NORMAL,CONFIRM,2023-04-01,Theta,2023-05-01,3.6676838201579134,4.206808090209961
T0,NORMAL,CONFIRM,2023-04-01,Chronos2,2023-05-01,3.6676838201579134,1.2919700145721436
T0,NORMAL,CONFIRM,2023-04-01,Toto2,2023-05-01,3.6676838201579134,1.1658260822296143
T0,NORMAL,CONFIRM,2023-04-01,WeightedEnsemble,2023-05-01,3.6676838201579134,-0.40138065814971924
T0,NORMAL,CONFIRM,2023-04-01,sifir,2023-05-01,3.6676838201579134,0.0
T0,NORMAL,CONFIRM,2023-04-01,naive,2023-05-01,3.6676838201579134,-3.074822492676483
T0,NORMAL,CONFIRM,2023-04-01,mevsimsel_naive,2023-05-01,3.6676838201579134,10.649725072503664
T0,NORMAL,CONFIRM,2023-04-01,son12_ortalama,2023-05-01,3.6676838201579134,1.3912031781872038
T0,NORMAL,CONFIRM,2023-05-01,SeasonalNaive,2023-06-01,-23.9855330223085,5.339546450964438
T0,NORMAL,CONFIRM,2023-05-01,RecursiveTabular,2023-06-01,-23.9855330223085,36.442527770996094
T0,NORMAL,CONFIRM,2023-05-01,DirectTabular,2023-06-01,-23.9855330223085,8.097299575805664
T0,NORMAL,CONFIRM,2023-05-01,ETS,2023-06-01,-23.9855330223085,0.7832003229891865
T0,NORMAL,CONFIRM,2023-05-01,Theta,2023-06-01,-23.9855330223085,4.323570728302002
T0,NORMAL,CONFIRM,2023-05-01,Chronos2,2023-06-01,-23.9855330223085,1.2689909934997559
T0,NORMAL,CONFIRM,2023-05-01,Toto2,2023-06-01,-23.9855330223085,1.8154973983764648
T0,NORMAL,CONFIRM,2023-05-01,WeightedEnsemble,2023-06-01,-23.9855330223085,3.7591376304626465
T0,NORMAL,CONFIRM,2023-05-01,sifir,2023-06-01,-23.9855330223085,0.0
T0,NORMAL,CONFIRM,2023-05-01,naive,2023-06-01,-23.9855330223085,3.6676838201579134
T0,NORMAL,CONFIRM,2023-05-01,mevsimsel_naive,2023-06-01,-23.9855330223085,5.339546450964438
T0,NORMAL,CONFIRM,2023-05-01,son12_ortalama,2023-06-01,-23.9855330223085,0.8093664071583913
T0,NORMAL,CONFIRM,2023-06-01,SeasonalNaive,2023-07-01,-2.841964799089946,-50.305125616518296
T0,NORMAL,CONFIRM,2023-06-01,RecursiveTabular,2023-07-01,-2.841964799089946,-47.42045974731445
T0,NORMAL,CONFIRM,2023-06-01,DirectTabular,2023-07-01,-2.841964799089946,-0.5744597911834717
T0,NORMAL,CONFIRM,2023-06-01,ETS,2023-07-01,-2.841964799089946,0.3916667029262723
T0,NORMAL,CONFIRM,2023-06-01,Theta,2023-07-01,-2.841964799089946,1.4809237718582153
T0,NORMAL,CONFIRM,2023-06-01,Chronos2,2023-07-01,-2.841964799089946,0.520160436630249
T0,NORMAL,CONFIRM,2023-06-01,Toto2,2023-07-01,-2.841964799089946,1.0378531217575073
T0,NORMAL,CONFIRM,2023-06-01,WeightedEnsemble,2023-07-01,-2.841964799089946,0.3916667029262723
T0,NORMAL,CONFIRM,2023-06-01,sifir,2023-07-01,-2.841964799089946,0.0
T0,NORMAL,CONFIRM,2023-06-01,naive,2023-07-01,-2.841964799089946,-23.9855330223085
T0,NORMAL,CONFIRM,2023-06-01,mevsimsel_naive,2023-07-01,-2.841964799089946,-50.305125616518296
T0,NORMAL,CONFIRM,2023-06-01,son12_ortalama,2023-07-01,-2.841964799089946,-1.6343902156143537
T0,NORMAL,CONFIRM,2023-07-01,SeasonalNaive,2023-08-01,-2.8247738722404736,10.738395515419064
T0,NORMAL,CONFIRM,2023-07-01,RecursiveTabular,2023-08-01,-2.8247738722404736,12.986778259277344
T0,NORMAL,CONFIRM,2023-07-01,DirectTabular,2023-08-01,-2.8247738722404736,10.319246292114258
T0,NORMAL,CONFIRM,2023-07-01,ETS,2023-08-01,-2.8247738722404736,0.351370609022807
T0,NORMAL,CONFIRM,2023-07-01,Theta,2023-08-01,-2.8247738722404736,1.1664001941680908
T0,NORMAL,CONFIRM,2023-07-01,Chronos2,2023-08-01,-2.8247738722404736,0.5291364789009094
T0,NORMAL,CONFIRM,2023-07-01,Toto2,2023-08-01,-2.8247738722404736,1.682056188583374
T0,NORMAL,CONFIRM,2023-07-01,WeightedEnsemble,2023-08-01,-2.8247738722404736,10.319246292114258
T0,NORMAL,CONFIRM,2023-07-01,sifir,2023-08-01,-2.8247738722404736,0.0
T0,NORMAL,CONFIRM,2023-07-01,naive,2023-08-01,-2.8247738722404736,-2.841964799089946
T0,NORMAL,CONFIRM,2023-07-01,mevsimsel_naive,2023-08-01,-2.8247738722404736,10.738395515419064
T0,NORMAL,CONFIRM,2023-07-01,son12_ortalama,2023-08-01,-2.8247738722404736,2.320873185838009
T0,NORMAL,CONFIRM,2023-08-01,SeasonalNaive,2023-09-01,-15.086430180872254,-0.3249684648737773
T0,NORMAL,CONFIRM,2023-08-01,RecursiveTabular,2023-09-01,-15.086430180872254,17.877643585205078
T0,NORMAL,CONFIRM,2023-08-01,DirectTabular,2023-09-01,-15.086430180872254,-3.521578550338745
T0,NORMAL,CONFIRM,2023-08-01,ETS,2023-09-01,-15.086430180872254,0.30176397390036197
T0,NORMAL,CONFIRM,2023-08-01,Theta,2023-09-01,-15.086430180872254,0.8839271068572998
T0,NORMAL,CONFIRM,2023-08-01,Chronos2,2023-09-01,-15.086430180872254,0.14763735234737396
T0,NORMAL,CONFIRM,2023-08-01,Toto2,2023-09-01,-15.086430180872254,-1.2277261018753052
T0,NORMAL,CONFIRM,2023-08-01,WeightedEnsemble,2023-09-01,-15.086430180872254,0.30176397390036197
T0,NORMAL,CONFIRM,2023-08-01,sifir,2023-09-01,-15.086430180872254,0.0
T0,NORMAL,CONFIRM,2023-08-01,naive,2023-09-01,-15.086430180872254,-2.8247738722404736
T0,NORMAL,CONFIRM,2023-08-01,mevsimsel_naive,2023-09-01,-15.086430180872254,-0.3249684648737773
T0,NORMAL,CONFIRM,2023-08-01,son12_ortalama,2023-09-01,-15.086430180872254,1.1906090701997138
T0,NORMAL,CONFIRM,2023-09-01,SeasonalNaive,2023-10-01,-5.411747753329739,4.951722398189759
T0,NORMAL,CONFIRM,2023-09-01,RecursiveTabular,2023-10-01,-5.411747753329739,4.656405448913574
T0,NORMAL,CONFIRM,2023-09-01,DirectTabular,2023-10-01,-5.411747753329739,-0.4597642421722412
T0,NORMAL,CONFIRM,2023-09-01,ETS,2023-10-01,-5.411747753329739,0.1179095100900351
T0,NORMAL,CONFIRM,2023-09-01,Theta,2023-10-01,-5.411747753329739,-0.6728243827819824
T0,NORMAL,CONFIRM,2023-09-01,Chronos2,2023-10-01,-5.411747753329739,0.21461430191993713
T0,NORMAL,CONFIRM,2023-09-01,Toto2,2023-10-01,-5.411747753329739,0.1920498013496399
T0,NORMAL,CONFIRM,2023-09-01,WeightedEnsemble,2023-10-01,-5.411747753329739,0.1920498013496399
T0,NORMAL,CONFIRM,2023-09-01,sifir,2023-10-01,-5.411747753329739,0.0
T0,NORMAL,CONFIRM,2023-09-01,naive,2023-10-01,-5.411747753329739,-15.086430180872254
T0,NORMAL,CONFIRM,2023-09-01,mevsimsel_naive,2023-10-01,-5.411747753329739,4.951722398189759
T0,NORMAL,CONFIRM,2023-09-01,son12_ortalama,2023-10-01,-5.411747753329739,-0.03951273946682532
T0,NORMAL,CONFIRM,2023-10-01,SeasonalNaive,2023-11-01,0.6836670329135736,14.750609145739302
T0,NORMAL,CONFIRM,2023-10-01,RecursiveTabular,2023-11-01,0.6836670329135736,14.510854721069336
T0,NORMAL,CONFIRM,2023-10-01,DirectTabular,2023-11-01,0.6836670329135736,2.509453535079956
T0,NORMAL,CONFIRM,2023-10-01,ETS,2023-11-01,0.6836670329135736,0.04200351880633862
T0,NORMAL,CONFIRM,2023-10-01,Theta,2023-11-01,0.6836670329135736,-1.0514662265777588
T0,NORMAL,CONFIRM,2023-10-01,Chronos2,2023-11-01,0.6836670329135736,0.1370992511510849
T0,NORMAL,CONFIRM,2023-10-01,Toto2,2023-11-01,0.6836670329135736,0.518430233001709
T0,NORMAL,CONFIRM,2023-10-01,WeightedEnsemble,2023-11-01,0.6836670329135736,-1.0514662265777588
T0,NORMAL,CONFIRM,2023-10-01,sifir,2023-11-01,0.6836670329135736,0.0
T0,NORMAL,CONFIRM,2023-10-01,naive,2023-11-01,0.6836670329135736,-5.411747753329739
T0,NORMAL,CONFIRM,2023-10-01,mevsimsel_naive,2023-11-01,0.6836670329135736,14.750609145739302
T0,NORMAL,CONFIRM,2023-10-01,son12_ortalama,2023-11-01,0.6836670329135736,-0.9031352520934505
T0,NORMAL,CONFIRM,2023-11-01,SeasonalNaive,2023-12-01,19.77279579310386,27.55030889485155
T0,NORMAL,CONFIRM,2023-11-01,RecursiveTabular,2023-12-01,19.77279579310386,25.70344352722168
