kol,rejim,origin,model,hedef_ay,y_true,y_pred_q50
T0,SOK_2020_04_2022_12,2022-05-01,ETS,2022-08-01,-9.64886759745382,32.473124446824464
T0,SOK_2020_04_2022_12,2022-05-01,Theta,2022-08-01,-9.64886759745382,27.679851531982422
T0,SOK_2020_04_2022_12,2022-05-01,Chronos2,2022-08-01,-9.64886759745382,26.193981170654297
T0,SOK_2020_04_2022_12,2022-05-01,Toto2,2022-08-01,-9.64886759745382,26.072057723999023
T0,SOK_2020_04_2022_12,2022-05-01,WeightedEnsemble,2022-08-01,-9.64886759745382,29.276682587022247
T0,SOK_2020_04_2022_12,2022-05-01,sifir,2022-08-01,-9.64886759745382,0.0
T0,SOK_2020_04_2022_12,2022-05-01,son12_ortalama,2022-08-01,-9.64886759745382,6.358066353296422
T0,SOK_2020_04_2022_12,2022-06-01,SeasonalNaive,2022-09-01,-36.240939917040905,22.772304773526542
T0,SOK_2020_04_2022_12,2022-06-01,RecursiveTabular,2022-09-01,-36.240939917040905,25.586811065673828
T0,SOK_2020_04_2022_12,2022-06-01,DirectTabular,2022-09-01,-36.240939917040905,29.951988220214844
T0,SOK_2020_04_2022_12,2022-06-01,ETS,2022-09-01,-36.240939917040905,52.30341432085365
T0,SOK_2020_04_2022_12,2022-06-01,Theta,2022-09-01,-36.240939917040905,48.04644775390625
T0,SOK_2020_04_2022_12,2022-06-01,Chronos2,2022-09-01,-36.240939917040905,20.56592559814453
T0,SOK_2020_04_2022_12,2022-06-01,Toto2,2022-09-01,-36.240939917040905,20.3104190826416
T0,SOK_2020_04_2022_12,2022-06-01,WeightedEnsemble,2022-09-01,-36.240939917040905,25.586811065673828
T0,SOK_2020_04_2022_12,2022-06-01,sifir,2022-09-01,-36.240939917040905,0.0
T0,SOK_2020_04_2022_12,2022-06-01,son12_ortalama,2022-09-01,-36.240939917040905,9.16048832321547
T0,SOK_2020_04_2022_12,2022-07-01,SeasonalNaive,2022-10-01,-21.96055258675911,27.944221914701988
T0,SOK_2020_04_2022_12,2022-07-01,RecursiveTabular,2022-10-01,-21.96055258675911,32.90303039550781
T0,SOK_2020_04_2022_12,2022-07-01,DirectTabular,2022-10-01,-21.96055258675911,4.485718250274658
T0,SOK_2020_04_2022_12,2022-07-01,ETS,2022-10-01,-21.96055258675911,20.252858770904503
T0,SOK_2020_04_2022_12,2022-07-01,Theta,2022-10-01,-21.96055258675911,16.404022216796875
T0,SOK_2020_04_2022_12,2022-07-01,Chronos2,2022-10-01,-21.96055258675911,-7.432517051696777
T0,SOK_2020_04_2022_12,2022-07-01,Toto2,2022-10-01,-21.96055258675911,-34.72684097290039
T0,SOK_2020_04_2022_12,2022-07-01,WeightedEnsemble,2022-10-01,-21.96055258675911,14.280312192612799
T0,SOK_2020_04_2022_12,2022-07-01,sifir,2022-10-01,-21.96055258675911,0.0
T0,SOK_2020_04_2022_12,2022-07-01,son12_ortalama,2022-10-01,-21.96055258675911,9.725083022859073
T0,SOK_2020_04_2022_12,2022-08-01,SeasonalNaive,2022-11-01,-3.783463639868754,24.967485286315604
T0,SOK_2020_04_2022_12,2022-08-01,RecursiveTabular,2022-11-01,-3.783463639868754,28.677030563354492
T0,SOK_2020_04_2022_12,2022-08-01,DirectTabular,2022-11-01,-3.783463639868754,6.983859539031982
T0,SOK_2020_04_2022_12,2022-08-01,ETS,2022-11-01,-3.783463639868754,-9.64587742481698
T0,SOK_2020_04_2022_12,2022-08-01,Theta,2022-11-01,-3.783463639868754,-13.690389633178711
T0,SOK_2020_04_2022_12,2022-08-01,Chronos2,2022-11-01,-3.783463639868754,-12.838947296142578
T0,SOK_2020_04_2022_12,2022-08-01,Toto2,2022-11-01,-3.783463639868754,-25.866409301757812
T0,SOK_2020_04_2022_12,2022-08-01,WeightedEnsemble,2022-11-01,-3.783463639868754,-25.866409301757812
T0,SOK_2020_04_2022_12,2022-08-01,sifir,2022-11-01,-3.783463639868754,0.0
T0,SOK_2020_04_2022_12,2022-08-01,son12_ortalama,2022-11-01,-3.783463639868754,6.2903942348144986
T0,SOK_2020_04_2022_12,2022-09-01,SeasonalNaive,2022-12-01,28.77075430136385,24.406716659833776
T0,SOK_2020_04_2022_12,2022-09-01,RecursiveTabular,2022-12-01,28.77075430136385,24.79432487487793
T0,SOK_2020_04_2022_12,2022-09-01,DirectTabular,2022-12-01,28.77075430136385,0.6636788249015808
T0,SOK_2020_04_2022_12,2022-09-01,ETS,2022-12-01,28.77075430136385,-36.238280410791674
T0,SOK_2020_04_2022_12,2022-09-01,Theta,2022-12-01,28.77075430136385,-40.53221893310547
T0,SOK_2020_04_2022_12,2022-09-01,Chronos2,2022-12-01,28.77075430136385,-6.254052639007568
T0,SOK_2020_04_2022_12,2022-09-01,Toto2,2022-12-01,28.77075430136385,0.9657347202301025
T0,SOK_2020_04_2022_12,2022-09-01,WeightedEnsemble,2022-12-01,28.77075430136385,0.6636788249015808
T0,SOK_2020_04_2022_12,2022-09-01,sifir,2022-12-01,28.77075430136385,0.0
T0,SOK_2020_04_2022_12,2022-09-01,son12_ortalama,2022-12-01,28.77075430136385,1.372623843933879
T0,SOK_2020_04_2022_12,2022-10-01,SeasonalNaive,2023-01-01,31.41910825559692,-2.7222109811672275
T0,SOK_2020_04_2022_12,2022-10-01,RecursiveTabular,2023-01-01,31.41910825559692,-4.399838924407959
T0,SOK_2020_04_2022_12,2022-10-01,DirectTabular,2023-01-01,31.41910825559692,0.3513937294483185
T0,SOK_2020_04_2022_12,2022-10-01,ETS,2023-01-01,31.41910825559692,-21.961980359541517
T0,SOK_2020_04_2022_12,2022-10-01,Theta,2023-01-01,31.41910825559692,-26.654874801635742
T0,SOK_2020_04_2022_12,2022-10-01,Chronos2,2023-01-01,31.41910825559692,6.791203498840332
T0,SOK_2020_04_2022_12,2022-10-01,Toto2,2023-01-01,31.41910825559692,18.843780517578125
T0,SOK_2020_04_2022_12,2022-10-01,WeightedEnsemble,2023-01-01,31.41910825559692,15.828717454296092
T0,SOK_2020_04_2022_12,2022-10-01,sifir,2023-01-01,31.41910825559692,0.0
T0,SOK_2020_04_2022_12,2022-10-01,son12_ortalama,2023-01-01,31.41910825559692,-2.786107364521213
T0,SOK_2020_04_2022_12,2022-11-01,SeasonalNaive,2023-02-01,20.151028644223192,-46.08443020014799
T0,SOK_2020_04_2022_12,2022-11-01,RecursiveTabular,2023-02-01,20.151028644223192,-46.93527603149414
T0,SOK_2020_04_2022_12,2022-11-01,DirectTabular,2023-02-01,20.151028644223192,4.405698299407959
T0,SOK_2020_04_2022_12,2022-11-01,ETS,2023-02-01,20.151028644223192,-3.7852814915407222
T0,SOK_2020_04_2022_12,2022-11-01,Theta,2023-02-01,20.151028644223192,-8.460176467895508
T0,SOK_2020_04_2022_12,2022-11-01,Chronos2,2023-02-01,20.151028644223192,6.094207763671875
T0,SOK_2020_04_2022_12,2022-11-01,Toto2,2023-02-01,20.151028644223192,8.49980640411377
T0,SOK_2020_04_2022_12,2022-11-01,WeightedEnsemble,2023-02-01,20.151028644223192,6.094207763671875
T0,SOK_2020_04_2022_12,2022-11-01,sifir,2023-02-01,20.151028644223192,0.0
T0,SOK_2020_04_2022_12,2022-11-01,son12_ortalama,2023-02-01,20.151028644223192,-5.182019775036577
T0,SOK_2020_04_2022_12,2022-12-01,SeasonalNaive,2023-03-01,1.7719475821560873,-55.67118866070032
T0,SOK_2020_04_2022_12,2022-12-01,RecursiveTabular,2023-03-01,1.7719475821560873,-54.057289123535156
T0,SOK_2020_04_2022_12,2022-12-01,DirectTabular,2023-03-01,1.7719475821560873,0.5892181396484375
T0,SOK_2020_04_2022_12,2022-12-01,ETS,2023-03-01,1.7719475821560873,28.767498697784553
T0,SOK_2020_04_2022_12,2022-12-01,Theta,2023-03-01,1.7719475821560873,24.072490692138672
T0,SOK_2020_04_2022_12,2022-12-01,Chronos2,2023-03-01,1.7719475821560873,5.062679290771484
T0,SOK_2020_04_2022_12,2022-12-01,Toto2,2023-03-01,1.7719475821560873,7.122689723968506
T0,SOK_2020_04_2022_12,2022-12-01,WeightedEnsemble,2023-03-01,1.7719475821560873,-15.419584791692339
T0,SOK_2020_04_2022_12,2022-12-01,sifir,2023-03-01,1.7719475821560873,0.0
T0,SOK_2020_04_2022_12,2022-12-01,son12_ortalama,2023-03-01,1.7719475821560873,-4.818349971575738
T0,NORMAL_2023_01_2025_03,2023-01-01,SeasonalNaive,2023-04-01,-2.3825953558908384,-15.512275188419933
T0,NORMAL_2023_01_2025_03,2023-01-01,RecursiveTabular,2023-04-01,-2.3825953558908384,-11.827131271362305
T0,NORMAL_2023_01_2025_03,2023-01-01,DirectTabular,2023-04-01,-2.3825953558908384,0.9512168765068054
T0,NORMAL_2023_01_2025_03,2023-01-01,ETS,2023-04-01,-2.3825953558908384,31.41884309464114
T0,NORMAL_2023_01_2025_03,2023-01-01,Theta,2023-04-01,-2.3825953558908384,27.149005889892578
T0,NORMAL_2023_01_2025_03,2023-01-01,Chronos2,2023-04-01,-2.3825953558908384,-9.561211585998535
T0,NORMAL_2023_01_2025_03,2023-01-01,Toto2,2023-04-01,-2.3825953558908384,-0.9682018756866455
T0,NORMAL_2023_01_2025_03,2023-01-01,WeightedEnsemble,2023-04-01,-2.3825953558908384,-0.9682018756866455
T0,NORMAL_2023_01_2025_03,2023-01-01,sifir,2023-04-01,-2.3825953558908384,0.0
T0,NORMAL_2023_01_2025_03,2023-01-01,son12_ortalama,2023-04-01,-2.3825953558908384,-1.9732400351787254
T0,NORMAL_2023_01_2025_03,2023-02-01,SeasonalNaive,2023-05-01,14.133222543787843,32.47792386830969
T0,NORMAL_2023_01_2025_03,2023-02-01,RecursiveTabular,2023-05-01,14.133222543787843,37.261531829833984
T0,NORMAL_2023_01_2025_03,2023-02-01,DirectTabular,2023-05-01,14.133222543787843,-18.099075317382812
T0,NORMAL_2023_01_2025_03,2023-02-01,ETS,2023-05-01,14.133222543787843,20.152155425668237
T0,NORMAL_2023_01_2025_03,2023-02-01,Theta,2023-05-01,14.133222543787843,16.06818389892578
T0,NORMAL_2023_01_2025_03,2023-02-01,Chronos2,2023-05-01,14.133222543787843,-10.905364036560059
T0,NORMAL_2023_01_2025_03,2023-02-01,Toto2,2023-05-01,14.133222543787843,-4.097203254699707
T0,NORMAL_2023_01_2025_03,2023-02-01,WeightedEnsemble,2023-05-01,14.133222543787843,-4.097203254699707
T0,NORMAL_2023_01_2025_03,2023-02-01,sifir,2023-05-01,14.133222543787843,0.0
T0,NORMAL_2023_01_2025_03,2023-02-01,son12_ortalama,2023-05-01,14.133222543787843,3.546381535185541
T0,NORMAL_2023_01_2025_03,2023-03-01,SeasonalNaive,2023-06-01,8.28717360196214,52.30539754816378
T0,NORMAL_2023_01_2025_03,2023-03-01,RecursiveTabular,2023-06-01,8.28717360196214,26.494518280029297
T0,NORMAL_2023_01_2025_03,2023-03-01,DirectTabular,2023-06-01,8.28717360196214,-19.15855598449707
T0,NORMAL_2023_01_2025_03,2023-03-01,ETS,2023-06-01,8.28717360196214,1.7737856029404426
T0,NORMAL_2023_01_2025_03,2023-03-01,Theta,2023-06-01,8.28717360196214,-2.2775495052337646
T0,NORMAL_2023_01_2025_03,2023-03-01,Chronos2,2023-06-01,8.28717360196214,0.9324885606765747
T0,NORMAL_2023_01_2025_03,2023-03-01,Toto2,2023-06-01,8.28717360196214,5.455735683441162
T0,NORMAL_2023_01_2025_03,2023-03-01,WeightedEnsemble,2023-06-01,8.28717360196214,2.0801461144235076
T0,NORMAL_2023_01_2025_03,2023-03-01,sifir,2023-06-01,8.28717360196214,0.0
T0,NORMAL_2023_01_2025_03,2023-03-01,son12_ortalama,2023-06-01,8.28717360196214,8.333309555423574
T0,NORMAL_2023_01_2025_03,2023-04-01,SeasonalNaive,2023-07-01,-2.7520384522287724,20.249653394811894
T0,NORMAL_2023_01_2025_03,2023-04-01,RecursiveTabular,2023-07-01,-2.7520384522287724,21.60780143737793
T0,NORMAL_2023_01_2025_03,2023-04-01,DirectTabular,2023-07-01,-2.7520384522287724,4.88226318359375
T0,NORMAL_2023_01_2025_03,2023-04-01,ETS,2023-07-01,-2.7520384522287724,-2.382179717794955
T0,NORMAL_2023_01_2025_03,2023-04-01,Theta,2023-07-01,-2.7520384522287724,-6.5594987869262695
T0,NORMAL_2023_01_2025_03,2023-04-01,Chronos2,2023-07-01,-2.7520384522287724,10.37802791595459
T0,NORMAL_2023_01_2025_03,2023-04-01,Toto2,2023-07-01,-2.7520384522287724,2.666370153427124
T0,NORMAL_2023_01_2025_03,2023-04-01,WeightedEnsemble,2023-07-01,-2.7520384522287724,4.056291733342345
T0,NORMAL_2023_01_2025_03,2023-04-01,sifir,2023-07-01,-2.7520384522287724,0.0
T0,NORMAL_2023_01_2025_03,2023-04-01,son12_ortalama,2023-07-01,-2.7520384522287724,9.427449541467665
T0,NORMAL_2023_01_2025_03,2023-05-01,SeasonalNaive,2023-08-01,-25.38770344207784,-9.64886759745382
T0,NORMAL_2023_01_2025_03,2023-05-01,RecursiveTabular,2023-08-01,-25.38770344207784,-3.467519760131836
T0,NORMAL_2023_01_2025_03,2023-05-01,DirectTabular,2023-08-01,-25.38770344207784,13.798675537109375
T0,NORMAL_2023_01_2025_03,2023-05-01,ETS,2023-08-01,-25.38770344207784,14.131571003561682
T0,NORMAL_2023_01_2025_03,2023-05-01,Theta,2023-08-01,-25.38770344207784,9.828056335449219
T0,NORMAL_2023_01_2025_03,2023-05-01,Chronos2,2023-08-01,-25.38770344207784,18.318267822265625
T0,NORMAL_2023_01_2025_03,2023-05-01,Toto2,2023-08-01,-25.38770344207784,16.88083839416504
T0,NORMAL_2023_01_2025_03,2023-05-01,WeightedEnsemble,2023-08-01,-25.38770344207784,12.97341636402706
T0,NORMAL_2023_01_2025_03,2023-05-01,sifir,2023-08-01,-25.38770344207784,0.0
T0,NORMAL_2023_01_2025_03,2023-05-01,son12_ortalama,2023-08-01,-25.38770344207784,7.898724431090844
T0,NORMAL_2023_01_2025_03,2023-06-01,SeasonalNaive,2023-09-01,-24.761168053465592,-36.240939917040905
T0,NORMAL_2023_01_2025_03,2023-06-01,RecursiveTabular,2023-09-01,-24.761168053465592,16.709667205810547
T0,NORMAL_2023_01_2025_03,2023-06-01,DirectTabular,2023-09-01,-24.761168053465592,49.75434875488281
T0,NORMAL_2023_01_2025_03,2023-06-01,ETS,2023-09-01,-24.761168053465592,8.2877580417023
T0,NORMAL_2023_01_2025_03,2023-06-01,Theta,2023-09-01,-24.761168053465592,4.23517370223999
T0,NORMAL_2023_01_2025_03,2023-06-01,Chronos2,2023-09-01,-24.761168053465592,6.678037643432617
T0,NORMAL_2023_01_2025_03,2023-06-01,Toto2,2023-09-01,-24.761168053465592,-4.607693672180176
T0,NORMAL_2023_01_2025_03,2023-06-01,WeightedEnsemble,2023-09-01,-24.761168053465592,-4.770344811249146
T0,NORMAL_2023_01_2025_03,2023-06-01,sifir,2023-09-01,-24.761168053465592,0.0
T0,NORMAL_2023_01_2025_03,2023-06-01,son12_ortalama,2023-09-01,-24.761168053465592,4.230539102240708
T0,NORMAL_2023_01_2025_03,2023-07-01,SeasonalNaive,2023-10-01,-24.937052677846825,-21.96055258675911
T0,NORMAL_2023_01_2025_03,2023-07-01,RecursiveTabular,2023-10-01,-24.937052677846825,31.87557601928711
T0,NORMAL_2023_01_2025_03,2023-07-01,DirectTabular,2023-10-01,-24.937052677846825,4.300573348999023
T0,NORMAL_2023_01_2025_03,2023-07-01,ETS,2023-10-01,-24.937052677846825,-2.7509344725793774
T0,NORMAL_2023_01_2025_03,2023-07-01,Theta,2023-10-01,-24.937052677846825,-6.762137413024902
T0,NORMAL_2023_01_2025_03,2023-07-01,Chronos2,2023-10-01,-24.937052677846825,0.25147759914398193
T0,NORMAL_2023_01_2025_03,2023-07-01,Toto2,2023-10-01,-24.937052677846825,-6.923853397369385
T0,NORMAL_2023_01_2025_03,2023-07-01,WeightedEnsemble,2023-10-01,-24.937052677846825,9.83781336654254
T0,NORMAL_2023_01_2025_03,2023-07-01,sifir,2023-10-01,-24.937052677846825,0.0
T0,NORMAL_2023_01_2025_03,2023-07-01,son12_ortalama,2023-10-01,-24.937052677846825,2.313731448320652
T0,NORMAL_2023_01_2025_03,2023-08-01,SeasonalNaive,2023-11-01,-21.294534475816985,-3.783463639868754
T0,NORMAL_2023_01_2025_03,2023-08-01,RecursiveTabular,2023-11-01,-21.294534475816985,13.096999168395996
T0,NORMAL_2023_01_2025_03,2023-08-01,DirectTabular,2023-11-01,-21.294534475816985,2.15818452835083
T0,NORMAL_2023_01_2025_03,2023-08-01,ETS,2023-11-01,-21.294534475816985,-25.385439765180884
T0,NORMAL_2023_01_2025_03,2023-08-01,Theta,2023-11-01,-21.294534475816985,-29.393430709838867
T0,NORMAL_2023_01_2025_03,2023-08-01,Chronos2,2023-11-01,-21.294534475816985,-3.698052406311035
T0,NORMAL_2023_01_2025_03,2023-08-01,Toto2,2023-11-01,-21.294534475816985,-5.532744407653809
T0,NORMAL_2023_01_2025_03,2023-08-01,WeightedEnsemble,2023-11-01,-21.294534475816985,1.2939447947916176
T0,NORMAL_2023_01_2025_03,2023-08-01,sifir,2023-11-01,-21.294534475816985,0.0
T0,NORMAL_2023_01_2025_03,2023-08-01,son12_ortalama,2023-11-01,-21.294534475816985,1.0021617946019843
T0,NORMAL_2023_01_2025_03,2023-09-01,SeasonalNaive,2023-12-01,-9.208524556168657,28.77075430136385
T0,NORMAL_2023_01_2025_03,2023-09-01,RecursiveTabular,2023-12-01,-9.208524556168657,32.28620910644531
T0,NORMAL_2023_01_2025_03,2023-09-01,DirectTabular,2023-12-01,-9.208524556168657,2.1743600368499756
T0,NORMAL_2023_01_2025_03,2023-09-01,ETS,2023-12-01,-9.208524556168657,-24.761230480636765
T0,NORMAL_2023_01_2025_03,2023-09-01,Theta,2023-12-01,-9.208524556168657,-29.015316009521484
T0,NORMAL_2023_01_2025_03,2023-09-01,Chronos2,2023-12-01,-9.208524556168657,-0.28862619400024414
T0,NORMAL_2023_01_2025_03,2023-09-01,Toto2,2023-12-01,-9.208524556168657,10.550454139709473
T0,NORMAL_2023_01_2025_03,2023-09-01,WeightedEnsemble,2023-12-01,-9.208524556168657,30.268077644268917
T0,NORMAL_2023_01_2025_03,2023-09-01,sifir,2023-12-01,-9.208524556168657,0.0
T0,NORMAL_2023_01_2025_03,2023-09-01,son12_ortalama,2023-12-01,-9.208524556168657,1.9588094498999278
T0,NORMAL_2023_01_2025_03,2023-10-01,SeasonalNaive,2024-01-01,3.944788622088225,31.41910825559692
T0,NORMAL_2023_01_2025_03,2023-10-01,RecursiveTabular,2024-01-01,3.944788622088225,28.384937286376953
T0,NORMAL_2023_01_2025_03,2023-10-01,DirectTabular,2024-01-01,3.944788622088225,2.1451058387756348
T0,NORMAL_2023_01_2025_03,2023-10-01,ETS,2024-01-01,3.944788622088225,-24.937035095627103
T0,NORMAL_2023_01_2025_03,2023-10-01,Theta,2024-01-01,3.944788622088225,-29.199981689453125
T0,NORMAL_2023_01_2025_03,2023-10-01,Chronos2,2024-01-01,3.944788622088225,-2.7527832984924316
T0,NORMAL_2023_01_2025_03,2023-10-01,Toto2,2024-01-01,3.944788622088225,2.0642690658569336
T0,NORMAL_2023_01_2025_03,2023-10-01,WeightedEnsemble,2024-01-01,3.944788622088225,18.37251306015693
T0,NORMAL_2023_01_2025_03,2023-10-01,sifir,2024-01-01,3.944788622088225,0.0
T0,NORMAL_2023_01_2025_03,2023-10-01,son12_ortalama,2024-01-01,3.944788622088225,1.7107677756426176
T0,NORMAL_2023_01_2025_03,2023-11-01,SeasonalNaive,2024-02-01,18.502167166496765,20.151028644223192
T0,NORMAL_2023_01_2025_03,2023-11-01,RecursiveTabular,2024-02-01,18.502167166496765,17.249290466308594
T0,NORMAL_2023_01_2025_03,2023-11-01,DirectTabular,2024-02-01,18.502167166496765,2.337134599685669
T0,NORMAL_2023_01_2025_03,2023-11-01,ETS,2024-02-01,18.502167166496765,-21.294898725878966
T0,NORMAL_2023_01_2025_03,2023-11-01,Theta,2024-02-01,18.502167166496765,-25.593502044677734
T0,NORMAL_2023_01_2025_03,2023-11-01,Chronos2,2024-02-01,18.502167166496765,-2.4719462394714355
T0,NORMAL_2023_01_2025_03,2023-11-01,Toto2,2024-02-01,18.502167166496765,4.616992950439453
T0,NORMAL_2023_01_2025_03,2023-11-01,WeightedEnsemble,2024-02-01,18.502167166496765,-17.78217768884784
T0,NORMAL_2023_01_2025_03,2023-11-01,sifir,2024-02-01,18.502167166496765,0.0
T0,NORMAL_2023_01_2025_03,2023-11-01,son12_ortalama,2024-02-01,18.502167166496765,0.25151187264693203
T0,NORMAL_2023_01_2025_03,2023-12-01,SeasonalNaive,2024-03-01,14.808234910108492,1.7719475821560873
T0,NORMAL_2023_01_2025_03,2023-12-01,RecursiveTabular,2024-03-01,14.808234910108492,-0.49920153617858887
T0,NORMAL_2023_01_2025_03,2023-12-01,DirectTabular,2024-03-01,14.808234910108492,2.782479763031006
T0,NORMAL_2023_01_2025_03,2023-12-01,ETS,2024-03-01,14.808234910108492,-9.209733193585631
T0,NORMAL_2023_01_2025_03,2023-12-01,Theta,2024-03-01,14.808234910108492,-13.560186386108398
T0,NORMAL_2023_01_2025_03,2023-12-01,Chronos2,2024-03-01,14.808234910108492,1.2078802585601807
T0,NORMAL_2023_01_2025_03,2023-12-01,Toto2,2024-03-01,14.808234910108492,6.287470817565918
T0,NORMAL_2023_01_2025_03,2023-12-01,WeightedEnsemble,2024-03-01,14.808234910108492,-5.965807937194327
T0,NORMAL_2023_01_2025_03,2023-12-01,sifir,2024-03-01,14.808234910108492,0.0
T0,NORMAL_2023_01_2025_03,2023-12-01,son12_ortalama,2024-03-01,14.808234910108492,-2.913428032147444
T0,NORMAL_2023_01_2025_03,2024-01-01,SeasonalNaive,2024-04-01,8.437620324379505,-2.3825953558908384
T0,NORMAL_2023_01_2025_03,2024-01-01,RecursiveTabular,2024-04-01,8.437620324379505,-3.303271770477295
T0,NORMAL_2023_01_2025_03,2024-01-01,DirectTabular,2024-04-01,8.437620324379505,2.72259259223938
T0,NORMAL_2023_01_2025_03,2024-01-01,ETS,2024-04-01,8.437620324379505,3.943473169906655
T0,NORMAL_2023_01_2025_03,2024-01-01,Theta,2024-04-01,8.437620324379505,-0.3627369701862335
T0,NORMAL_2023_01_2025_03,2024-01-01,Chronos2,2024-04-01,8.437620324379505,3.0042812824249268
T0,NORMAL_2023_01_2025_03,2024-01-01,Toto2,2024-04-01,8.437620324379505,8.959662437438965
T0,NORMAL_2023_01_2025_03,2024-01-01,WeightedEnsemble,2024-04-01,8.437620324379505,7.29471714650431
T0,NORMAL_2023_01_2025_03,2024-01-01,sifir,2024-04-01,8.437620324379505,0.0
T0,NORMAL_2023_01_2025_03,2024-01-01,son12_ortalama,2024-04-01,8.437620324379505,-5.202954668273168
T0,NORMAL_2023_01_2025_03,2024-02-01,SeasonalNaive,2024-05-01,1.7542045779339082,14.133222543787843
T0,NORMAL_2023_01_2025_03,2024-02-01,RecursiveTabular,2024-05-01,1.7542045779339082,14.567368507385254
T0,NORMAL_2023_01_2025_03,2024-02-01,DirectTabular,2024-05-01,1.7542045779339082,2.265472888946533
T0,NORMAL_2023_01_2025_03,2024-02-01,ETS,2024-05-01,1.7542045779339082,18.500711297097105
T0,NORMAL_2023_01_2025_03,2024-02-01,Theta,2024-05-01,1.7542045779339082,14.259138107299805
T0,NORMAL_2023_01_2025_03,2024-02-01,Chronos2,2024-05-01,1.7542045779339082,7.201292037963867
T0,NORMAL_2023_01_2025_03,2024-02-01,Toto2,2024-05-01,1.7542045779339082,12.56560230255127
T0,NORMAL_2023_01_2025_03,2024-02-01,WeightedEnsemble,2024-05-01,1.7542045779339082,12.833640451232593
T0,NORMAL_2023_01_2025_03,2024-02-01,sifir,2024-05-01,1.7542045779339082,0.0
T0,NORMAL_2023_01_2025_03,2024-02-01,son12_ortalama,2024-05-01,1.7542045779339082,-5.340359791417037
T0,NORMAL_2023_01_2025_03,2024-03-01,SeasonalNaive,2024-06-01,-8.974744432748658,8.28717360196214
T0,NORMAL_2023_01_2025_03,2024-03-01,RecursiveTabular,2024-06-01,-8.974744432748658,21.67753791809082
T0,NORMAL_2023_01_2025_03,2024-03-01,DirectTabular,2024-06-01,-8.974744432748658,0.2003317028284073
T0,NORMAL_2023_01_2025_03,2024-03-01,ETS,2024-06-01,-8.974744432748658,14.808604157747192
T0,NORMAL_2023_01_2025_03,2024-03-01,Theta,2024-06-01,-8.974744432748658,10.79873275756836
T0,NORMAL_2023_01_2025_03,2024-03-01,Chronos2,2024-06-01,-8.974744432748658,-1.2201542854309082
T0,NORMAL_2023_01_2025_03,2024-03-01,Toto2,2024-06-01,-8.974744432748658,1.020522952079773
T0,NORMAL_2023_01_2025_03,2024-03-01,WeightedEnsemble,2024-06-01,-8.974744432748658,4.11907519698143
T0,NORMAL_2023_01_2025_03,2024-03-01,sifir,2024-06-01,-8.974744432748658,0.0
T0,NORMAL_2023_01_2025_03,2024-03-01,son12_ortalama,2024-06-01,-8.974744432748658,-4.25400251408767
T0,NORMAL_2023_01_2025_03,2024-04-01,SeasonalNaive,2024-07-01,-1.3844522349381303,-2.7520384522287724
T0,NORMAL_2023_01_2025_03,2024-04-01,RecursiveTabular,2024-07-01,-1.3844522349381303,25.892887115478516
T0,NORMAL_2023_01_2025_03,2024-04-01,DirectTabular,2024-07-01,-1.3844522349381303,0.5534082055091858
T0,NORMAL_2023_01_2025_03,2024-04-01,ETS,2024-07-01,-1.3844522349381303,8.438257422762844
T0,NORMAL_2023_01_2025_03,2024-04-01,Theta,2024-07-01,-1.3844522349381303,4.487876892089844
T0,NORMAL_2023_01_2025_03,2024-04-01,Chronos2,2024-07-01,-1.3844522349381303,0.3535585105419159
T0,NORMAL_2023_01_2025_03,2024-04-01,Toto2,2024-07-01,-1.3844522349381303,-1.113167643547058
T0,NORMAL_2023_01_2025_03,2024-04-01,WeightedEnsemble,2024-07-01,-1.3844522349381303,-1.1885180255554129
T0,NORMAL_2023_01_2025_03,2024-04-01,sifir,2024-07-01,-1.3844522349381303,0.0
T0,NORMAL_2023_01_2025_03,2024-04-01,son12_ortalama,2024-07-01,-1.3844522349381303,-3.352317874065142
T0,NORMAL_2023_01_2025_03,2024-05-01,SeasonalNaive,2024-08-01,-0.8024187595238806,-25.38770344207784
T0,NORMAL_2023_01_2025_03,2024-05-01,RecursiveTabular,2024-08-01,-0.8024187595238806,-28.638404846191406
T0,NORMAL_2023_01_2025_03,2024-05-01,DirectTabular,2024-08-01,-0.8024187595238806,5.254271984100342
T0,NORMAL_2023_01_2025_03,2024-05-01,ETS,2024-08-01,-0.8024187595238806,1.7548729832183927
T0,NORMAL_2023_01_2025_03,2024-05-01,Theta,2024-08-01,-0.8024187595238806,-2.1738317012786865
T0,NORMAL_2023_01_2025_03,2024-05-01,Chronos2,2024-08-01,-0.8024187595238806,-1.4303009510040283
T0,NORMAL_2023_01_2025_03,2024-05-01,Toto2,2024-08-01,-0.8024187595238806,4.035086631774902
T0,NORMAL_2023_01_2025_03,2024-05-01,WeightedEnsemble,2024-08-01,-0.8024187595238806,-8.1160876178467
T0,NORMAL_2023_01_2025_03,2024-05-01,sifir,2024-08-01,-0.8024187595238806,0.0
T0,NORMAL_2023_01_2025_03,2024-05-01,son12_ortalama,2024-08-01,-0.8024187595238806,-4.38390270455297
T0,NORMAL_2023_01_2025_03,2024-06-01,SeasonalNaive,2024-09-01,20.685966189053858,-24.761168053465592
T0,NORMAL_2023_01_2025_03,2024-06-01,RecursiveTabular,2024-09-01,20.685966189053858,-47.91627502441406
