feature_a,feature_b,korelasyon,elenen
noter_devir_otomobil_adet,noter_devir_toplam_adet,0.9841200419543925,noter_devir_toplam_adet
ay,ceyrek,0.9692098284898905,ceyrek
odmd_otomobil_adet,odmd_toplam_adet,0.9972561322507174,odmd_toplam_adet
odmd_otomobil_adet,odmd_hta_adet,0.954377858370085,odmd_hta_adet
brut_ucret_maas_endeksi_2021_100,altin_gram_try,0.9605063295387021,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,trafige_kayitli_toplam_otomobil_adet,0.9759907058118903,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,usdtry_ortalama_alis,0.9706637839126679,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,usdtry_ortalama,0.9706638185950082,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,usdtry_ortalama_satis,0.9706638532141336,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,usdtry_aysonu_satis,0.9711298582515605,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,usdtry_aysonu,0.9711297442875256,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,usdtry_aysonu_alis,0.9711296301038359,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,tufe_endeks,0.981367452129444,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,eurtry_ortalama,0.9531570742769478,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,eurtry_aysonu,0.9552504367617838,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,arabam_ortalama_ilan_fiyati_tl_lag1,0.9345445123771187,brut_ucret_maas_endeksi_2021_100
brut_ucret_maas_endeksi_2021_100,enag_yillik_degisim,-0.9190711177054369,brut_ucret_maas_endeksi_2021_100
odmd_toplam_adet,odmd_hta_adet,0.9738641743418053,odmd_toplam_adet
altin_gram_try,trafige_kayitli_toplam_otomobil_adet,0.9670993875380925,altin_gram_try
altin_gram_try,usdtry_ortalama_alis,0.965468733936845,altin_gram_try
altin_gram_try,usdtry_ortalama,0.9654687332302534,altin_gram_try
altin_gram_try,usdtry_ortalama_satis,0.9654687325242546,altin_gram_try
altin_gram_try,usdtry_aysonu_satis,0.9626849995807396,altin_gram_try
altin_gram_try,usdtry_aysonu,0.9626849417925144,altin_gram_try
altin_gram_try,usdtry_aysonu_alis,0.9626848838877434,altin_gram_try
altin_gram_try,tufe_endeks,0.9663889618193945,altin_gram_try
altin_gram_try,eurtry_ortalama,0.9630494868014234,altin_gram_try
altin_gram_try,eurtry_aysonu,0.9594431011088121,altin_gram_try
