model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order
WeightedEnsemble,-0.00071707802915708,-0.3742508254108361,0.16039705276489258,4.5540771484375,1.094000000000051,9
TemporalFusionTransformer,-0.7471410108229937,-0.5813565504148726,0.0771033763885498,0.02475595474243164,245.51594972610474,7
AutoETS,-0.8285510123505544,-0.5201810820811691,0.06763768196105957,0.07809281349182129,2.704085111618042,5
DirectTabular,-0.8585549218239555,-0.6775882263946726,0.0739755630493164,0.056600093841552734,1.0880019664764404,3
Toto2,-0.8682902643249383,-0.5212829066929554,0.6198861598968506,0.028558731079101562,2.170650005340576,6
DynamicOptimizedTheta,-0.9107660564251306,-0.4976630164755,0.016046762466430664,0.768592119216919,14.641284465789795,4
SeasonalNaive,-0.9279446107562496,-0.6982128197770854,0.01628589630126953,3.662412643432617,14.883237838745117,1
RecursiveTabular,-1.1421270220819173,-1.1070683329090134,0.05791282653808594,0.04497957229614258,1.1060786247253418,2
DeepAR,-1.2912987670179532,-1.1025112046484937,0.04374504089355469,0.020034074783325195,82.75452518463135,8
