,noter_devir_toplam_adet,noter_devir_otomobil_adet,odmd_toplam_adet,odmd_otomobil_adet,odmd_hta_adet,osd_binek_adet,osd_kamyonet_adet,osd_binek_kamyonet_toplam_adet,tufe_endeks,tufe_aylik_degisim,tuketici_guven_endeksi,otomobil_satinalma_ihtimali_endeksi,tasit_kredisi_faiz,politika_faizi,usdtry_aysonu_alis,usdtry_aysonu_satis,usdtry_aysonu,usdtry_ortalama_alis,usdtry_ortalama_satis,usdtry_ortalama,altin_gram_try,brut_ucret_maas_endeksi_2021_100,indicata_ilan_yayinlanan_adet,indicata_satisa_donen_adet,indicata_satis_ilan_orani_pct,indicata_ortalama_satis_hizi_gun,indicata_perakende_fiyat_aylik_pct,indicata_toptan_fiyat_aylik_pct,arabam_ortalama_ilan_fiyati_tl,arabam_reel_aylik_degisim_pct,betam_ortalama_ilan_fiyati_tl,betam_talep_aylik_pct,betam_satis_orani_pct,betam_dom_gun,otv_event_ay_mi,eurtry_ortalama,eurtry_aysonu,target_1ay_hiz,target_3ay_hiz
otomobil_satinalma_ihtimali_endeksi,0.445196409690378,0.3750373736866924,0.6734021942506416,0.6835861498851862,0.6065776433272877,-0.041414726447998346,0.03647212183473545,-0.01852221279989076,0.9195770726502924,-0.02754978527103972,0.4030559775239542,1.0,0.7446343619022857,0.7643304089578117,0.8801367443046548,0.8801365734671098,0.8801366588098123,0.8795283785452268,0.8795283754781756,0.8795283770103647,0.8869315164161783,0.9160223391398393,0.5930949336244699,0.6735713572357773,0.051377735186262145,,0.37957196246889097,,0.8418225344513729,0.4767832149087443,0.764448340024151,-0.054523993674191355,0.5322124347720315,-0.22124227463907548,-0.1193439832538159,0.8938654580608122,0.8955337080420179,0.051196137452085747,0.018762350337676127
tasit_kredisi_faiz,0.2845247264463654,0.16897803038248732,0.6123443159221165,0.6235362159493922,0.5266515955781728,-0.0028553401004142898,-0.07622898595001472,-0.028508294972603813,0.8390300575474031,0.193284321083173,-0.004077528638189224,0.7446343619022857,1.0,0.9253399627788056,0.8718276748735815,0.8718276388086751,0.8718276568257127,0.8742652702373578,0.8742652640360421,0.874265267133953,0.7286950516392111,0.8423083916661566,0.27150131095317326,0.09124847701646875,-0.2350098626994894,,-0.12898176058786565,,-0.752599269946471,-0.21015981333573863,-0.8380756797253793,0.09861599271881918,-0.3916988844642592,0.3410024283856644,0.040694183348090364,0.8619443051309001,0.859633619281937,-0.01774362988785126,-0.07630085697353922
politika_faizi,0.23768834986973797,0.16041274231300556,0.5106004081537469,0.5282768658119631,0.4034388244948808,-0.017769581173078128,-0.11731491518219542,-0.053929071220813134,0.8018679008465187,0.03174617136162062,0.10222949890365154,0.7643304089578117,0.9253399627788056,1.0,0.793395632371253,0.7933955448655049,0.7933955885797357,0.7966719313449461,0.7966719247537642,0.7966719280464288,0.7109395510726848,0.8225424658972895,0.4193761447790753,0.3442530995654501,-0.1411334075721619,,-0.08377029981520531,,-0.8446365472612372,-0.335398897492654,-0.7056316754079366,0.08180524439319452,-0.32648160388344993,0.08935482516568936,-0.04196400586241965,0.7916793021536911,0.7887893940822333,0.017503216158324574,-0.0030858880886523083
usdtry_aysonu_alis,0.48620558273481823,0.37661825151383216,0.7153031370008646,0.7200519037283551,0.6634320363585045,-0.12100168295541067,-0.02406907016474539,-0.09929121270224418,0.9826545451467131,0.22783545838120012,0.040147020215028285,0.8801367443046548,0.8718276748735815,0.793395632371253,1.0,0.999999999996249,0.9999999999990605,0.9996079099195015,0.9996079091048792,0.9996079095118737,0.9248490385085808,0.9680554774241266,0.6631461785548279,0.552668886879707,-0.13917795929429028,,0.3646161913323065,,0.9784226246645322,0.48099505342932847,0.9546237199034021,-0.13324949114216167,0.48109781356065084,-0.20202018866005753,-0.09017021736350714,0.9966889499271859,0.997104463108628,-0.012082470802833225,-0.03350633231126789
usdtry_aysonu_satis,0.48620519260778133,0.37661789326682116,0.7153027981881198,0.7200515736059853,0.6634316667669228,-0.12100159583790178,-0.02406914262583633,-0.09929117226702533,0.9826546281854598,0.2278355090704211,0.040146790667054795,0.8801365734671098,0.8718276388086751,0.7933955448655049,0.999999999996249,1.0,0.9999999999990643,0.9996079171517641,0.9996079163377011,0.9996079167444161,0.9248492486804926,0.9680555611473363,0.6631469091155553,0.5526680890923835,-0.13917949849078942,,0.36461259171396726,,0.978422295705151,0.4809931375609255,0.9546238197668528,-0.13325012718486381,0.4810971062923004,-0.2020217798082205,-0.09017003927690445,0.996688977864552,0.9971044804292785,-0.01208315420440543,-0.03350629359051155
usdtry_aysonu,0.48620538749615627,0.3766180722294296,0.7153029674426603,0.7200517385192822,0.6634318513970048,-0.12100163935755737,-0.02406910642792882,-0.09929119246652765,0.9826545867043845,0.22783548374884,0.04014690533775756,0.8801366588098123,0.8718276568257127,0.7933955885797357,0.9999999999990605,0.9999999999990643,1.0,0.9996079135398257,0.9996079127254837,0.9996079131323381,0.9248491436900375,0.9680555193244196,0.6631465441661768,0.5526684876284241,-0.13917872958611735,,0.364614389903337,,0.9784224600423713,0.4809940946343591,0.95462376988493,-0.13324980945103812,0.48109745961034833,-0.2020209849526735,-0.09017012824013201,0.9966889639093788,0.9971044717776848,-0.012082812811235364,-0.03350631293349401
usdtry_ortalama_alis,0.48250306518307123,0.3729296715365908,0.7123846960780253,0.7169428222623361,0.6610074707767765,-0.11928670194196449,-0.02285683962829204,-0.09758269449091278,0.9838731380173823,0.22978879636722338,0.03840375316536782,0.8795283785452268,0.8742652702373578,0.7966719313449461,0.9996079099195015,0.9996079171517641,0.9996079135398257,1.0,0.9999999999998006,0.9999999999999504,0.9265911587793588,0.9696301634893277,0.673879080948715,0.5422180436847864,-0.16441327810957235,,0.37584590578915655,,0.977330770120003,0.4790368760993202,0.9561081931684465,-0.1418425144718879,0.4830755188018037,-0.20583502015092922,-0.0869871466115878,0.9972652682334847,0.9969086881518592,-0.012521862035449147,-0.035310054458475626
usdtry_ortalama_satis,0.4825029911610801,0.3729296051664737,0.7123846744473851,0.7169428117252233,0.6610074178748445,-0.11928673510970597,-0.022856952977067295,-0.0975827586245535,0.9838731530886452,0.22978870652010094,0.03840383386271307,0.8795283754781756,0.8742652640360421,0.7966719247537642,0.9996079091048792,0.9996079163377011,0.9996079127254837,0.9999999999998006,1.0,0.9999999999999507,0.9265911812798148,0.9696301863317989,0.6738790330122253,0.5422181964572391,-0.16441307947143108,,0.3758458434707684,,0.9773307870536015,0.4790365627633012,0.9561081908141641,-0.14184216990248066,0.48307530545705235,-0.20583472238185674,-0.08698719395662917,0.9972652695401516,0.9969086901210544,-0.012521929639017092,-0.03531019881389862
usdtry_ortalama,0.48250302813878976,0.372929638321684,0.7123846852530071,0.716942816989075,0.6610074443020391,-0.1192867185407667,-0.02285689635368792,-0.09758272658659822,0.9838731455598447,0.22978875140324237,0.038403793550356224,0.8795283770103647,0.874265267133953,0.7966719280464288,0.9996079095118737,0.9996079167444161,0.9996079131323381,0.9999999999999504,0.9999999999999507,1.0,0.92659117003976,0.9696301749208965,0.6738790569589679,0.5422181201398212,-0.1644131787011265,,0.37584587460213775,,0.977330778594727,0.47903671929058356,0.9561081919905043,-0.14184234203215484,0.4830754120335653,-0.20583487113244647,-0.0869871703054182,0.9972652688874559,0.9969086891373924,-0.012521895867655456,-0.035310126701148754
altin_gram_try,0.40416676465049534,0.3352649186045353,0.6067343748984443,0.6111302773974937,0.5627506797887926,-0.14202521027182496,0.004926873464881102,-0.10499493988070388,0.9699787650470616,0.11977288546271338,0.1726742618740706,0.8869315164161783,0.7286950516392111,0.7109395510726848,0.9248490385085808,0.9248492486804926,0.9248491436900375,0.9265911587793588,0.9265911812798148,0.92659117003976,1.0,0.9696946496267108,0.8245232327227623,0.5775894150582996,-0.2468857056104236,,0.32091699158208536,,0.9464706650605401,0.30609791948453485,0.9850194298413978,-0.19243297893993597,0.43166911471730396,-0.26688038766199507,-0.1012402249640716,0.9466995384287112,0.9453461573810745,-0.03822155120615906,-0.04225181943645078
brut_ucret_maas_endeksi_2021_100,0.4401040070867342,0.3609776817344043,0.6562081121537783,0.6673211331739329,0.5855771232551489,-0.08243209566146176,-0.07458183000747932,-0.08732817091968419,0.9952854922881239,0.13886976853567742,0.13458512378950954,0.9160223391398393,0.8423083916661566,0.8225424658972895,0.9680554774241266,0.9680555611473363,0.9680555193244196,0.9696301634893277,0.9696301863317989,0.9696301749208965,0.9696946496267108,1.0,0.8024001224115631,0.6458547504064462,-0.17569597757183258,,0.37036077253483113,,0.9427542548145967,0.6238135382992711,0.9144847286623252,-0.07310594010612047,0.6164343753108527,-0.39665134196753793,-0.08605144338506623,0.9780039917251702,0.9768293937269089,-0.018166803191065957,-0.0013095267348214987
indicata_ilan_yayinlanan_adet,0.1546838250152031,0.24022623061460033,0.2024074893241243,0.2007810025304358,0.22302518940655294,-0.1401332608590289,0.12137184712084605,-0.06748065411671601,0.6975697138530933,-0.31577766072921043,0.25617756013317217,0.5930949336244699,0.27150131095317326,0.4193761447790753,0.6631461785548279,0.6631469091155553,0.6631465441661768,0.673879080948715,0.6738790330122253,0.6738790569589679,0.8245232327227623,0.8024001224115631,1.0,0.537095284275691,-0.5352480288581297,,0.2521688763778659,,0.5243093724986224,0.31593989531539773,0.6042816977158578,-0.053091182171009624,0.6126563353467349,-0.5990050559799464,-0.28768826998776503,0.6809191644868889,0.6738781773405523,0.07893380098742413,-0.04715050848721262
indicata_satisa_donen_adet,0.5323705954276345,0.6018040610327942,0.2927034499079788,0.29570483900420663,0.2727937762600565,-0.11049809166136387,0.13817632074510655,-0.03818124757456491,0.5619104900790522,-0.35693887423397574,0.5367174811240868,0.6735713572357773,0.09124847701646875,0.3442530995654501,0.552668886879707,0.5526680890923835,0.5526684876284241,0.5422180436847864,0.5422181964572391,0.5422181201398212,0.5775894150582996,0.6458547504064462,0.537095284275691,1.0,0.4123600845070689,,0.4266593473189827,,0.38292394312717765,0.5149658019389106,0.36048516299888317,0.30569340722051647,0.7534960016895177,-0.4956362817502049,-0.07411924547143563,0.552236477296729,0.5671459327977505,0.30134872460848017,0.16278653437912805
indicata_satis_ilan_orani_pct,0.36651114462253487,0.34202101226901815,0.08584020089041684,0.09534521700455757,0.05026565985220919,0.05011623348165633,0.03821335592159473,0.05301444923418373,-0.1686077345590036,0.003129841816230969,0.3044334298256347,0.051377735186262145,-0.2350098626994894,-0.1411334075721619,-0.13917795929429028,-0.13917949849078942,-0.13917872958611735,-0.16441327810957235,-0.16441307947143108,-0.1644131787011265,-0.2468857056104236,-0.17569597757183258,-0.5352480288581297,0.4123600845070689,1.0,,0.1809485600917756,,-0.17697363433212873,0.18906025567199375,-0.3237162626983872,0.3563562395940466,-0.017116086668653677,0.2568670758971273,0.2582538030026754,-0.1571544455902748,-0.1325538662751269,0.19393167932473662,0.209169052641058
indicata_ortalama_satis_hizi_gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indicata_perakende_fiyat_aylik_pct,0.5464761019733428,0.5359248602086154,-0.16206131516519048,-0.1973262085244928,-0.05149372526443145,-0.05691126874046471,0.021954617667951638,-0.03674736569908393,0.3534129913624286,-0.058030892426063414,0.21302276247644472,0.37957196246889097,-0.12898176058786565,-0.08377029981520531,0.3646161913323065,0.36461259171396726,0.364614389903337,0.37584590578915655,0.3758458434707684,0.37584587460213775,0.32091699158208536,0.37036077253483113,0.2521688763778659,0.4266593473189827,0.1809485600917756,,1.0,,0.29123266634236905,0.47379500852621875,0.2153379677013946,0.2134532372961473,0.5961383449780512,-0.25743932385040164,0.21421008189387483,0.42169468429857854,0.41808628808449927,0.29288631311677954,0.46992875920772864
indicata_toptan_fiyat_aylik_pct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arabam_ortalama_ilan_fiyati_tl,0.07680147432551665,0.11334920668164822,0.1586820277287476,0.15921991534278945,0.18254112275010512,-0.23075561294834068,0.5460481640355637,0.0033953968145046284,0.9621315404736063,-0.37704928560226264,0.8754374907179451,0.8418225344513729,-0.752599269946471,-0.8446365472612372,0.9784226246645322,0.978422295705151,0.9784224600423713,0.977330770120003,0.9773307870536015,0.977330778594727,0.9464706650605401,0.9427542548145967,0.5243093724986224,0.38292394312717765,-0.17697363433212873,,0.29123266634236905,,1.0,0.34322140843166377,0.9615727514992544,-0.06781954126628395,0.3659480242636313,-0.04865920510129647,0.05897149239016852,0.9752531090392089,0.9759673925002871,0.0038313428826537146,-0.4765070334715452
arabam_reel_aylik_degisim_pct,0.1852840730943924,0.294975352083628,0.41075690156415595,0.4457800977088964,0.22431589561623538,-0.2230355335443174,0.06669903244048925,-0.14563879635544102,0.3843241008210277,-0.6858035197992476,0.531154792434344,0.4767832149087443,-0.21015981333573863,-0.335398897492654,0.48099505342932847,0.4809931375609255,0.4809940946343591,0.4790368760993202,0.4790365627633012,0.47903671929058356,0.30609791948453485,0.6238135382992711,0.31593989531539773,0.5149658019389106,0.18906025567199375,,0.47379500852621875,,0.34322140843166377,1.0,0.242534232000988,-0.3725703417405203,0.5255394613577048,-0.6788185369820144,0.2210991594253454,0.4869280633779515,0.48670462751792054,-0.4149816486613303,0.44486947343372696
betam_ortalama_ilan_fiyati_tl,0.16120606000640617,0.2110572644703157,0.014851230514347034,0.002400865766502737,0.08604386628195085,-0.30896444452585786,0.46427980092693916,-0.0824745116372173,0.9561735097238002,-0.2623010548954175,0.8135047707640848,0.764448340024151,-0.8380756797253793,-0.7056316754079366,0.9546237199034021,0.9546238197668528,0.95462376988493,0.9561081931684465,0.9561081908141641,0.9561081919905043,0.9850194298413978,0.9144847286623252,0.6042816977158578,0.36048516299888317,-0.3237162626983872,,0.2153379677013946,,0.9615727514992544,0.242534232000988,1.0,-0.1863547211307409,0.37047726806469594,-0.149693620171077,-0.10880597718577333,0.9599059080371498,0.9585645355962717,-0.0991319202562026,-0.30214086726214645
betam_talep_aylik_pct,0.3852188621236993,0.3598780521962433,0.06914959606906548,0.043596978186359873,0.14659199494734246,0.19715826549020987,-0.08601997350609386,0.1232871067447229,-0.14206916624139365,0.08052486504053027,-0.21493449814901136,-0.054523993674191355,0.09861599271881918,0.08180524439319452,-0.13324949114216167,-0.13325012718486381,-0.13324980945103812,-0.1418425144718879,-0.14184216990248066,-0.14184234203215484,-0.19243297893993597,-0.07310594010612047,-0.053091182171009624,0.30569340722051647,0.3563562395940466,,0.2134532372961473,,-0.06781954126628395,-0.3725703417405203,-0.1863547211307409,1.0,0.24780366070367102,0.32465902425073795,0.3608912710480302,-0.1377013604915525,-0.13708674773585325,0.7682340545951487,-0.14680998554236308
betam_satis_orani_pct,0.7692769641196954,0.8235027704937902,0.4065701946601754,0.3925664634433804,0.44406343166996204,0.07288370954133604,0.08091837162657353,0.08743865696670386,0.4380158137162214,-0.2627021624052528,0.3957781034517116,0.5322124347720315,-0.3916988844642592,-0.32648160388344993,0.48109781356065084,0.4810971062923004,0.48109745961034833,0.4830755188018037,0.48307530545705235,0.4830754120335653,0.43166911471730396,0.6164343753108527,0.6126563353467349,0.7534960016895177,-0.017116086668653677,,0.5961383449780512,,0.3659480242636313,0.5255394613577048,0.37047726806469594,0.24780366070367102,1.0,-0.6094680037318784,0.3707425403057836,0.4996826300096398,0.5057931701757599,0.3649461121778151,0.14405921629064933
betam_dom_gun,-0.4051721838958371,-0.4817265991572822,-0.37667809464908464,-0.40409000308498777,-0.36310923319523186,-0.17819384599457114,-0.018774851144631746,-0.1472757939469406,-0.19207704945481371,0.24947403690733908,-0.22734168192880427,-0.22124227463907548,0.3410024283856644,0.08935482516568936,-0.20202018866005753,-0.2020217798082205,-0.2020209849526735,-0.20583502015092922,-0.20583472238185674,-0.20583487113244647,-0.26688038766199507,-0.39665134196753793,-0.5990050559799464,-0.4956362817502049,0.2568670758971273,,-0.25743932385040164,,-0.04865920510129647,-0.6788185369820144,-0.149693620171077,0.32465902425073795,-0.6094680037318784,1.0,0.08394547375943175,-0.18582153854891229,-0.18359364110769474,0.11985765911716083,-0.19651041279525922
otv_event_ay_mi,-0.049738717506891586,-0.05832857084504763,-0.06889697767041485,-0.07927652992556095,-0.01686836111198024,0.1324499645162255,0.05708540487014102,0.11931567688703489,-0.10364436454215398,0.05384263677196172,-0.08263143831635684,-0.1193439832538159,0.040694183348090364,-0.04196400586241965,-0.09017021736350714,-0.09017003927690445,-0.09017012824013201,-0.0869871466115878,-0.08698719395662917,-0.0869871703054182,-0.1012402249640716,-0.08605144338506623,-0.28768826998776503,-0.07411924547143563,0.2582538030026754,,0.21421008189387483,,0.05897149239016852,0.2210991594253454,-0.10880597718577333,0.3608912710480302,0.3707425403057836,0.08394547375943175,1.0,-0.08421895503182054,-0.08716066209950987,0.05578753724518345,0.10689563795595232
eurtry_ortalama,0.47752192843788677,0.3715775911003565,0.7063509209061838,0.7111360547253902,0.6562307024538303,-0.12649002768668915,-0.01418303804586058,-0.0999984727971929,0.9901665967265322,0.2159816452148187,0.06826474415181759,0.8938654580608122,0.8619443051309001,0.7916793021536911,0.9966889499271859,0.996688977864552,0.9966889639093788,0.9972652682334847,0.9972652695401516,0.9972652688874559,0.9466995384287112,0.9780039917251702,0.6809191644868889,0.552236477296729,-0.1571544455902748,,0.42169468429857854,,0.9752531090392089,0.4869280633779515,0.9599059080371498,-0.1377013604915525,0.4996826300096398,-0.18582153854891229,-0.08421895503182054,1.0,0.999484079021372,-0.011724593006437502,-0.0323400835178011
eurtry_aysonu,0.4815161126605322,0.3760165089354581,0.7103850668631916,0.7152454512408212,0.6591920260456953,-0.12903521379211416,-0.016351565999145803,-0.10266183807628494,0.9890152454907513,0.21274726205079655,0.07115103466414516,0.8955337080420179,0.859633619281937,0.7887893940822333,0.997104463108628,0.9971044804292785,0.9971044717776848,0.9969086881518592,0.9969086901210544,0.9969086891373924,0.9453461573810745,0.9768293937269089,0.6738781773405523,0.5671459327977505,-0.1325538662751269,,0.41808628808449927,,0.9759673925002871,0.48670462751792054,0.9585645355962717,-0.13708674773585325,0.5057931701757599,-0.18359364110769474,-0.08716066209950987,0.999484079021372,1.0,-0.011425604362562475,-0.030245132291899512
target_1ay_hiz,0.4493204535378699,0.4508776303744007,0.18145425527079448,0.16557854130964902,0.2032498866559725,0.3236646659748265,0.23823955467096908,0.32553668993810264,-0.0061281934730974584,-0.18977165604626708,0.05564258170875137,0.051196137452085747,-0.01774362988785126,0.017503216158324574,-0.012082470802833225,-0.01208315420440543,-0.012082812811235364,-0.012521862035449147,-0.012521929639017092,-0.012521895867655456,-0.03822155120615906,-0.018166803191065957,0.07893380098742413,0.30134872460848017,0.19393167932473662,,0.29288631311677954,,0.0038313428826537146,-0.4149816486613303,-0.0991319202562026,0.7682340545951487,0.3649461121778151,0.11985765911716083,0.05578753724518345,-0.011724593006437502,-0.011425604362562475,1.0,-0.04097756395354294
